Statute,State,Universal Citation,Section #,Statute Language,Complete Statute,Contributing Factor,Source URL,Source Type,Authority Level,Jurisdiction,Code,Base Section,Canonical Citation,Relevance Tier,Topic / Working Title,Contributing Factor Hint,Injury Relevance Reason,Row Granularity,Suggested DB Table,Suggested Primary Key,Notes
Cal. Veh. Code § 23558,California,Cal. Veh. Code,23558,Official statutory language for Cal. Veh. Code § 23558 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 23558 — Multiple-victim DUI injury/death enhancement. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23558,DUI/DWI / multiple victims,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23558,official_state_code_section,official,CA,Vehicle Code,23558,Cal. Veh. Code § 23558,direct_injury_offense,Multiple-victim DUI injury/death enhancement,DUI/DWI / multiple victims,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|23558,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 23560,California,Cal. Veh. Code,23560,Official statutory language for Cal. Veh. Code § 23560 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 23560 — Penalty for repeat DUI injury-related offense. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23560,DUI/DWI / bodily injury,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23560,official_state_code_section,official,CA,Vehicle Code,23560,Cal. Veh. Code § 23560,direct_injury_offense,Penalty for repeat DUI injury-related offense,DUI/DWI / bodily injury,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|23560,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 23562,California,Cal. Veh. Code,23562,Official statutory language for Cal. Veh. Code § 23562 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 23562 — Probation terms for repeat DUI injury-related offense. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23562,DUI/DWI / bodily injury,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23562,official_state_code_section,official,CA,Vehicle Code,23562,Cal. Veh. Code § 23562,direct_injury_offense,Probation terms for repeat DUI injury-related offense,DUI/DWI / bodily injury,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|23562,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 23566,California,Cal. Veh. Code,23566,Official statutory language for Cal. Veh. Code § 23566 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 23566 — Penalty for DUI injury offense with multiple priors. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23566,DUI/DWI / great bodily injury,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23566,official_state_code_section,official,CA,Vehicle Code,23566,Cal. Veh. Code § 23566,direct_injury_offense,Penalty for DUI injury offense with multiple priors,DUI/DWI / great bodily injury,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|23566,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 23568,California,Cal. Veh. Code,23568,Official statutory language for Cal. Veh. Code § 23568 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 23568 — Probation terms under section 23566. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23568,DUI/DWI / bodily injury,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23568,official_state_code_section,official,CA,Vehicle Code,23568,Cal. Veh. Code § 23568,direct_injury_offense,Probation terms under section 23566,DUI/DWI / bodily injury,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|23568,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 27001,California,Cal. Veh. Code,27001,“[t]he driver of a motor vehicle when reasonably necessary to insure safe operation shall give audible warning with his horn.”,"Pursuant to Cal. Veh. Code § 27001(a), “[t]he driver of a motor vehicle when reasonably necessary to insure safe operation shall give audible warning with his horn.”",Failure to Use/Activate Horn,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27001,official_state_code_section,official,CA,Vehicle Code,27001,Cal. Veh. Code § 27001,common_crash_causation,Horn/warning device use,failure to use/activate horn,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|27001,
Cal. Veh. Code § 27360,California,Cal. Veh. Code,27360,Official statutory language for Cal. Veh. Code § 27360 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 27360 — Child passenger restraint under age 8. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360,child passenger safety,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360,official_state_code_section,official,CA,Vehicle Code,27360,Cal. Veh. Code § 27360,child_passenger_safety,Child passenger restraint under age 8,child passenger safety,Relevant to child passenger injury prevention and safety compliance.,base_section,statutes,CA|VEH|27360,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 27360.5,California,Cal. Veh. Code,27360.5,Official statutory language for Cal. Veh. Code § 27360.5 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 27360.5 — Child passenger restraint age 8 to under 16. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360.5,child passenger safety,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360.5,official_state_code_section,official,CA,Vehicle Code,27360.5,Cal. Veh. Code § 27360.5,child_passenger_safety,Child passenger restraint age 8 to under 16,child passenger safety,Relevant to child passenger injury prevention and safety compliance.,base_section,statutes,CA|VEH|27360.5,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 27360.6,California,Cal. Veh. Code,27360.6,Official statutory language for Cal. Veh. Code § 27360.6 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 27360.6 — Child restraint penalties/education. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360.6,child passenger safety,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27360.6,official_state_code_section,official,CA,Vehicle Code,27360.6,Cal. Veh. Code § 27360.6,child_passenger_safety,Child restraint penalties/education,child passenger safety,Relevant to child passenger injury prevention and safety compliance.,base_section,statutes,CA|VEH|27360.6,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 27361,California,Cal. Veh. Code,27361,Official statutory language for Cal. Veh. Code § 27361 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 27361 — Traffic stop for child restraint violation. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27361,child passenger safety,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27361,official_state_code_section,official,CA,Vehicle Code,27361,Cal. Veh. Code § 27361,child_passenger_safety,Traffic stop for child restraint violation,child passenger safety,Relevant to child passenger injury prevention and safety compliance.,base_section,statutes,CA|VEH|27361,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 27362,California,Cal. Veh. Code,27362,Official statutory language for Cal. Veh. Code § 27362 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 27362 — Child passenger restraint sale/installation rules. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27362,child passenger safety,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=27362,official_state_code_section,official,CA,Vehicle Code,27362,Cal. Veh. Code § 27362,child_passenger_safety,Child passenger restraint sale/installation rules,child passenger safety,Relevant to child passenger injury prevention and safety compliance.,base_section,statutes,CA|VEH|27362,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 38317,California,Cal. Veh. Code,38317,Official statutory language for Cal. Veh. Code § 38317 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 38317 — Off-highway reckless driving causing bodily injury. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=38317,off-highway reckless driving / bodily injury,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=38317,official_state_code_section,official,CA,Vehicle Code,38317,Cal. Veh. Code § 38317,direct_injury_offense,Off-highway reckless driving causing bodily injury,off-highway reckless driving / bodily injury,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|38317,Full statute text should be fetched from official source during ingestion.
Cal. Veh. Code § 38318,California,Cal. Veh. Code,38318,Official statutory language for Cal. Veh. Code § 38318 should be pulled from the California Legislative Information source URL in this row.,Cal. Veh. Code § 38318 — Throwing/projecting objects at off-highway vehicle/occupant. Official current full text source: https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=38318,off-highway vehicle injury risk,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=38318,official_state_code_section,official,CA,Vehicle Code,38318,Cal. Veh. Code § 38318,direct_injury_offense,Throwing/projecting objects at off-highway vehicle/occupant,off-highway vehicle injury risk,"Commonly relevant to motor-vehicle injury cases because it defines unsafe conduct, crash causation, or injury-enhancing conduct.",base_section,statutes,CA|VEH|38318,Full statute text should be fetched from official source during ingestion.
